k,seed,context_column,nmi,context_distinct_values
4,7,intervention_axis,0.10358538037389732,3
4,8,runtime_intervention_axis,0.10358538037389732,3
4,8,intervention_axis,0.10358538037389732,3
4,9,runtime_intervention_axis,0.10358538037389732,3
4,9,intervention_axis,0.10358538037389732,3
4,0,dataset_id,0.001004778293700397,2
4,1,dataset_id,0.001004778293700397,2
4,2,dataset_id,0.001004778293700397,2
4,3,dataset_id,0.001004778293700397,2
4,4,dataset_id,0.001004778293700397,2
4,5,dataset_id,0.001004778293700397,2
4,6,dataset_id,0.001004778293700397,2
4,7,dataset_id,0.001004778293700397,2
4,8,dataset_id,0.001004778293700397,2
4,9,dataset_id,0.001004778293700397,2
5,5,template_id,0.524881539958453,41
5,0,template_id,0.5049901818908346,41
5,4,template_id,0.5049901818908346,41
5,7,template_id,0.5049901818908346,41
5,8,template_id,0.5049901818908346,41
5,9,template_id,0.5049901818908346,41
5,1,template_id,0.5046961610509603,41
5,2,template_id,0.5046961610509602,41
5,3,template_id,0.5046961610509602,41
5,6,template_id,0.5046961610509602,41
5,1,execution_strategy,0.42369632248236866,4
5,2,execution_strategy,0.42369632248236866,4
5,3,execution_strategy,0.42369632248236866,4
5,6,execution_strategy,0.42369632248236866,4
5,0,execution_strategy,0.42330715401529223,4
5,7,execution_strategy,0.42330715401529223,4
5,8,execution_strategy,0.42330715401529223,4
5,9,execution_strategy,0.42330715401529223,4
5,4,execution_strategy,0.4233071540152921,4
5,5,execution_strategy,0.4029581933884495,4
5,0,logical_question_id,0.3316367063739129,11
5,7,logical_question_id,0.3316367063739129,11
5,8,logical_question_id,0.3316367063739129,11
5,9,logical_question_id,0.3316367063739129,11
5,4,logical_question_id,0.33163670637391285,11
5,1,logical_question_id,0.3303029383083178,11
5,2,logical_question_id,0.3303029383083178,11
5,3,logical_question_id,0.3303029383083178,11
5,6,logical_question_id,0.3303029383083178,11
5,5,logical_question_id,0.32902730222642584,11
5,2,runtime_config_id,0.09196341668035103,5
5,3,runtime_config_id,0.09196341668035103,5
5,6,runtime_config_id,0.09196341668035103,5
5,1,runtime_config_id,0.09196341668035102,5
5,7,runtime_config_id,0.09165565584976,5
5,4,runtime_config_id,0.09165565584975999,5
5,8,runtime_config_id,0.09165565584975999,5
5,9,runtime_config_id,0.09165565584975999,5
5,0,runtime_config_id,0.09165565584975997,5
5,1,runtime_intervention_axis,0.08938636961361743,3
5,1,intervention_axis,0.08938636961361743,3
5,2,runtime_intervention_axis,0.08938636961361743,3
5,2,intervention_axis,0.08938636961361743,3
5,3,runtime_intervention_axis,0.08938636961361743,3
5,3,intervention_axis,0.08938636961361743,3
5,6,runtime_intervention_axis,0.08938636961361743,3
5,6,intervention_axis,0.08938636961361743,3
5,0,intervention_axis,0.08908737036577685,3
5,4,runtime_intervention_axis,0.08908737036577685,3
5,4,intervention_axis,0.08908737036577685,3
5,7,runtime_intervention_axis,0.08908737036577685,3
5,7,intervention_axis,0.08908737036577685,3
5,9,runtime_intervention_axis,0.08908737036577685,3
5,9,intervention_axis,0.08908737036577685,3
5,0,runtime_intervention_axis,0.08908737036577684,3
5,8,runtime_intervention_axis,0.08908737036577684,3
5,8,intervention_axis,0.08908737036577684,3
5,5,runtime_intervention_axis,0.08820453008237952,3
5,5,intervention_axis,0.08820453008237952,3
5,5,runtime_config_id,0.0874229668982474,5
5,1,dataset_id,0.003695633480172395,2
5,2,dataset_id,0.0036956334801723947,2
5,3,dataset_id,0.0036956334801723947,2
5,6,dataset_id,0.0036956334801723947,2
5,7,dataset_id,0.0032489335218210437,2
5,8,dataset_id,0.0032489335218210437,2
5,0,dataset_id,0.003248933521821043,2
5,4,dataset_id,0.003248933521821043,2
5,9,dataset_id,0.003248933521821043,2
5,5,dataset_id,0.0022614468716253273,2
