query_id,analytical_intent,panel,topology_id,dataset_profile_id,sql_variant,sql_path,sql_sha256,authoritative_source_path,parameter_json,unchanged_sql_actions
q21_tenant_value_range,raspon vrijednosti po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q21_tenant_value_range__baseline.sql,4cc0f15da0581f274d8a997946f5d05a194b25833605006ad0a1d7c0c9d127f1,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q21_tenant_value_range__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_value_range__cutoff_ts-2026-06-29-00-00-00-00__limit_k-25__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 25, ""query_shape"": ""tenant_value_range""}",increase_gac_work_mem;mitigate_remote_path_bundle
q21_tenant_value_range,raspon vrijednosti po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q21_tenant_value_range__regional-topk.sql,3e20aa7a0b7a29fad1d452f856868bc56b68e8c6de6074a3fe23b865846488f9,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q21_tenant_value_range__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_value_range__cutoff_ts-2026-06-29-00-00-00-00__limit_k-25__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 25, ""query_shape"": ""tenant_value_range""}",
q22_tenant_distinct_users,broj različitih korisnika po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q22_tenant_distinct_users__baseline.sql,654f86c20e040b0b2e81c8a3cd70272177748780b73d81f2bd81249e423b277a,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q22_tenant_distinct_users__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_distinct_users__cutoff_ts-2026-06-27-00-00-00-00__limit_k-50__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-27 00:00:00+00"", ""include_apac"": true, ""limit_k"": 50, ""query_shape"": ""tenant_distinct_users""}",increase_gac_work_mem;mitigate_remote_path_bundle
q22_tenant_distinct_users,broj različitih korisnika po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q22_tenant_distinct_users__regional-topk.sql,79a58a32b29685395dfa1b1c9ea6c730c582c907fdb9e8bb04b9d33b4afbf13b,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q22_tenant_distinct_users__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_distinct_users__cutoff_ts-2026-06-27-00-00-00-00__limit_k-50__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-27 00:00:00+00"", ""include_apac"": true, ""limit_k"": 50, ""query_shape"": ""tenant_distinct_users""}",
q23_tenant_even_user_count,broj događaja parnih korisnika po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q23_tenant_even_user_count__baseline.sql,229f9cd915b4199e9584791d602eac51be57b003420b289b6041d79388bb3915,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q23_tenant_even_user_count__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_even_user_count__cutoff_ts-2026-06-24-00-00-00-00__limit_k-100__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": true, ""limit_k"": 100, ""query_shape"": ""tenant_even_user_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q23_tenant_even_user_count,broj događaja parnih korisnika po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q23_tenant_even_user_count__regional-topk.sql,4249fd3ff06dcfc7ee2c67f08d8370bb43ef94187da71c77f75d6da2f7de9eed,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q23_tenant_even_user_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_even_user_count__cutoff_ts-2026-06-24-00-00-00-00__limit_k-100__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": true, ""limit_k"": 100, ""query_shape"": ""tenant_even_user_count""}",
q24_tenant_midband_sum,zbir srednjeg raspona vrijednosti po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q24_tenant_midband_sum__baseline.sql,01d992cd118e6f144957c9eaf353b9bec22c7d8fef9d3151076861ac41c478e6,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q24_tenant_midband_sum__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_midband_sum__cutoff_ts-2026-06-30-00-00-00-00__limit_k-250__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 250, ""query_shape"": ""tenant_midband_sum""}",increase_gac_work_mem;mitigate_remote_path_bundle
q24_tenant_midband_sum,zbir srednjeg raspona vrijednosti po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q24_tenant_midband_sum__regional-topk.sql,0dbef03eb2bbbb67b3516699a0e3da45baa66a63f3ddb14277f4ea0e36207d4e,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q24_tenant_midband_sum__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_midband_sum__cutoff_ts-2026-06-30-00-00-00-00__limit_k-250__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 250, ""query_shape"": ""tenant_midband_sum""}",
q25_tenant_day_avg,dnevni prosjek po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q25_tenant_day_avg__baseline.sql,5350b92542142c422c624e526a569385dce83a8631b715ff3842e5999c047be0,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q25_tenant_day_avg__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_day_avg__cutoff_ts-2026-06-29-00-00-00-00__limit_k-500__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 500, ""query_shape"": ""tenant_day_avg""}",increase_gac_work_mem;mitigate_remote_path_bundle
q25_tenant_day_avg,dnevni prosjek po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q25_tenant_day_avg__regional-topk.sql,71040d878b353fd46069e36b8e8ab3066139ce7ed845a1a322e3c9fe2d9505d6,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q25_tenant_day_avg__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_day_avg__cutoff_ts-2026-06-29-00-00-00-00__limit_k-500__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 500, ""query_shape"": ""tenant_day_avg""}",
q26_tenant_hour_count,satni broj događaja po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q26_tenant_hour_count__baseline.sql,568af2cad7458d85e2a69ab76c6c3efe33c251a6043f01771e725b5483435664,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q26_tenant_hour_count__baseline__gac_fdw_dba_topk_raw__query_shape-tenant_hour_count__cutoff_ts-2026-06-30-00-00-00-00__limit_k-25__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 25, ""query_shape"": ""tenant_hour_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q26_tenant_hour_count,satni broj događaja po tenantu,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q26_tenant_hour_count__regional-topk.sql,785e74d81fce2f693c360f14b6a9f796cd6e82a5dfab05abc94179eeca256e0b,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q26_tenant_hour_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-tenant_hour_count__cutoff_ts-2026-06-30-00-00-00-00__limit_k-25__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 25, ""query_shape"": ""tenant_hour_count""}",
q27_user_sum,zbir vrijednosti po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q27_user_sum__baseline.sql,065b9499b207d08bc8f1d72cb584090a5ede8dbfade2c454b45d3ac1ffe30bf4,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q27_user_sum__baseline__gac_fdw_dba_topk_raw__query_shape-user_sum__cutoff_ts-2026-06-29-00-00-00-00__limit_k-50__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 50, ""query_shape"": ""user_sum""}",increase_gac_work_mem;mitigate_remote_path_bundle
q27_user_sum,zbir vrijednosti po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q27_user_sum__regional-topk.sql,c8e8f8cab5f0a3a1e0f31b18e9e6a15fa52819c12d6d8494c51b5e3d94581f36,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q27_user_sum__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-user_sum__cutoff_ts-2026-06-29-00-00-00-00__limit_k-50__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": true, ""limit_k"": 50, ""query_shape"": ""user_sum""}",
q28_user_count,broj događaja po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q28_user_count__baseline.sql,cccf53a58f11d0c464e1893e6108b716e77d079db3b4a5896d0a9b3fcf349ee5,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q28_user_count__baseline__gac_fdw_dba_topk_raw__query_shape-user_count__cutoff_ts-2026-06-27-00-00-00-00__limit_k-100__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-27 00:00:00+00"", ""include_apac"": true, ""limit_k"": 100, ""query_shape"": ""user_count""}",increase_gac_work_mem;mitigate_remote_path_bundle
q28_user_count,broj događaja po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q28_user_count__regional-topk.sql,e1cbf1f6f704e4ff3bc875dceed0df56693f6b4a8e821ce373eb7c1ca3a2f45c,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q28_user_count__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-user_count__cutoff_ts-2026-06-27-00-00-00-00__limit_k-100__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-27 00:00:00+00"", ""include_apac"": true, ""limit_k"": 100, ""query_shape"": ""user_count""}",
q29_user_value_range,raspon vrijednosti po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q29_user_value_range__baseline.sql,bc0a283b014fd9a2cbb852e40646d43a2358517892ff46a8dbb9a6b7a681f422,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q29_user_value_range__baseline__gac_fdw_dba_topk_raw__query_shape-user_value_range__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": true, ""limit_k"": 250, ""query_shape"": ""user_value_range""}",increase_gac_work_mem;mitigate_remote_path_bundle
q29_user_value_range,raspon vrijednosti po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q29_user_value_range__regional-topk.sql,2b3e91bab7d0ef301b0c58634e369805b6d45ebf7072f9a0246204b5b701f415,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q29_user_value_range__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-user_value_range__cutoff_ts-2026-06-24-00-00-00-00__limit_k-250__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-24 00:00:00+00"", ""include_apac"": true, ""limit_k"": 250, ""query_shape"": ""user_value_range""}",
q30_user_day_sum,dnevni zbir po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,baseline,queries/instances/confirmatory-panel-n3/q30_user_day_sum__baseline.sql,77b78020c1713f2917c036d71348262c7e4f8385530813b35ad211f9b53982e2,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q30_user_day_sum__baseline__gac_fdw_dba_topk_raw__query_shape-user_day_sum__cutoff_ts-2026-06-30-00-00-00-00__limit_k-500__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 500, ""query_shape"": ""user_day_sum""}",increase_gac_work_mem;mitigate_remote_path_bundle
q30_user_day_sum,dnevni zbir po korisniku,confirmatory-panel-n3,eu_us_apac_gac,topology-isolation-large-n3-v1,regional-topk,queries/instances/confirmatory-panel-n3/q30_user_day_sum__regional-topk.sql,52a1996f53d9e845a308c3e672e41ace3877626a39421405a0df47d526b1eb3a,artifacts/rendered-corpora/confirmatory-action-replication-v1/groups/confirmatory-action-replication-v1__topology-isolation-large-n3-v1__runtime-bundle-multi-edge__analytics_clients/queries/q30_user_day_sum__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-user_day_sum__cutoff_ts-2026-06-30-00-00-00-00__limit_k-500__include_apac-True.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": true, ""limit_k"": 500, ""query_shape"": ""user_day_sum""}",
q01_event_value_desc,događaji sa najvećim vrijednostima,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,baseline,queries/instances/final-panel-n2/q01_event_value_desc__baseline.sql,b7701345d75628c7b89bc968a86a337844d4288a0dfc37a4baf59777e39851db,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q01_event_value_desc__baseline__gac_fdw_dba_topk_raw__query_shape-event_value_desc__cutoff_ts-2026-06-30-00-00-00-00__limit_k-25__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 25, ""query_shape"": ""event_value_desc""}",increase_gac_work_mem;mitigate_remote_path_bundle
q01_event_value_desc,događaji sa najvećim vrijednostima,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,regional-topk,queries/instances/final-panel-n2/q01_event_value_desc__regional-topk.sql,f6239e4bec9049c08a385045c3f9b254a6ea96ec166cbf3ed0ce0d57974e7273,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q01_event_value_desc__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_value_desc__cutoff_ts-2026-06-30-00-00-00-00__limit_k-25__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-30 00:00:00+00"", ""include_apac"": false, ""limit_k"": 25, ""query_shape"": ""event_value_desc""}",
q02_event_value_asc,događaji sa najmanjim vrijednostima,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,baseline,queries/instances/final-panel-n2/q02_event_value_asc__baseline.sql,ee7150b62b512247215b7b1a4d9c6651c0de9d54f3dc3e2e428c52b064eb2e01,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q02_event_value_asc__baseline__gac_fdw_dba_topk_raw__query_shape-event_value_asc__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""event_value_asc""}",increase_gac_work_mem;mitigate_remote_path_bundle
q02_event_value_asc,događaji sa najmanjim vrijednostima,final-panel-n2,eu_us_gac,topology-isolation-small-n2-v1,regional-topk,queries/instances/final-panel-n2/q02_event_value_asc__regional-topk.sql,3d4f74d2d186feb66a9c7dab5ca10a0bca56c5ef462553888a4d40e31bd44d90,artifacts/rendered-corpora/n3-topology-memory-v1/rendered/n2_control/groups/n3-topology-memory-v1-n2_control__topology-isolation-small-n2-v1__runtime-bundle-multi-edge__analytics_clients/queries/q02_event_value_asc__regional_topk_candidates__gac_fdw_dba_topk_regional__query_shape-event_value_asc__cutoff_ts-2026-06-29-00-00-00-00__limit_k-100__include_apac-False.sql,"{""cutoff_ts"": ""2026-06-29 00:00:00+00"", ""include_apac"": false, ""limit_k"": 100, ""query_shape"": ""event_value_asc""}",
